mosquito_id,morph_id_genus,morph_id_anopheles_species,variable,value
031_p,Anopheles,stephensi,specimen_image_2,1657238210089.jpg
031_p,Anopheles,stephensi,specimen_image_3,1657238224928.jpg
031_p,Anopheles,stephensi,specimen_image_1,1657238184454.jpg
031_pc,Anopheles,stephensi,specimen_image_1,1657237161531.jpg
031_pc,Anopheles,stephensi,specimen_image_2,1657237177202.jpg
031_pc,Anopheles,stephensi,specimen_image_3,1657237198043.jpg
031_pm,Anopheles,stephensi,specimen_image_2,1657237080804.jpg
031_pm,Anopheles,stephensi,specimen_image_1,1657237067518.jpg
031_pm,Anopheles,stephensi,specimen_image_3,1657237094765.jpg
032_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_38_20_Pro-19_39_3.jpg
032_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_37_32_Pro-19_38_53.jpg
032_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_38_05_Pro-19_38_58.jpg
032_p,Anopheles,stephensi,specimen_image_2,1657238359359.jpg
032_p,Anopheles,stephensi,specimen_image_3,1657238375106.jpg
032_p,Anopheles,stephensi,specimen_image_1,1657238275232.jpg
032_pc,Anopheles,stephensi,specimen_image_2,1657237298537.jpg
032_pc,Anopheles,stephensi,specimen_image_1,1657237277244.jpg
032_pc,Anopheles,stephensi,specimen_image_3,1657237313846.jpg
032_pm,Anopheles,stephensi,specimen_image_3,1657237178804.jpg
032_pm,Anopheles,stephensi,specimen_image_2,1657237166659.jpg
032_pm,Anopheles,stephensi,specimen_image_1,1657237154116.jpg
033_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_40_14_Pro-19_41_18.jpg
033_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_40_48_Pro-19_41_27.jpg
033_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_40_29_Pro-19_41_22.jpg
033_p,Anopheles,stephensi,specimen_image_2,1657238613309.jpg
033_p,Anopheles,stephensi,specimen_image_3,1657238636517.jpg
033_p,Anopheles,stephensi,specimen_image_1,1657238602216.jpg
033_pc,Anopheles,stephensi,specimen_image_1,1657237385094.jpg
033_pc,Anopheles,stephensi,specimen_image_2,1657237400823.jpg
033_pc,Anopheles,stephensi,specimen_image_3,1657237412923.jpg
033_pm,Anopheles,stephensi,specimen_image_3,1657237336796.jpg
033_pm,Anopheles,stephensi,specimen_image_1,1657237287496.jpg
033_pm,Anopheles,stephensi,specimen_image_2,1657237318110.jpg
034_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_43_43_Pro-19_44_14.jpg
034_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_43_32_Pro-19_44_9.jpg
034_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_43_05_Pro-19_44_4.jpg
034_p,Anopheles,stephensi,specimen_image_3,1657238719823.jpg
034_p,Anopheles,stephensi,specimen_image_2,1657238706453.jpg
034_p,Anopheles,stephensi,specimen_image_1,1657238689390.jpg
034_pc,Anopheles,stephensi,specimen_image_1,1657237549524.jpg
034_pc,Anopheles,stephensi,specimen_image_2,1657237567458.jpg
034_pc,Anopheles,stephensi,specimen_image_3,1657237578859.jpg
034_pm,Anopheles,stephensi,specimen_image_2,1657237475459.jpg
034_pm,Anopheles,stephensi,specimen_image_3,1657237489508.jpg
034_pm,Anopheles,stephensi,specimen_image_1,1657237462074.jpg
035_mi,Anopheles,stephensi,specimen_image_3,WIN_20220707_19_45_39_Pro-20_4_22.jpg
035_mi,Anopheles,stephensi,specimen_image_2,WIN_20220707_19_45_17_Pro-20_4_17.jpg
035_mi,Anopheles,stephensi,specimen_image_1,WIN_20220707_19_45_08_Pro-20_4_12.jpg
035_p,Anopheles,stephensi,specimen_image_1,1657238746051.jpg
035_p,Anopheles,stephensi,specimen_image_3,1657238773419.jpg
035_p,Anopheles,stephensi,specimen_image_2,1657238759080.jpg
035_pc,Anopheles,stephensi,specimen_image_3,1657239086543.jpg
035_pc,Anopheles,stephensi,specimen_image_1,1657239063945.jpg
035_pc,Anopheles,stephensi,specimen_image_2,1657239073144.jpg
035_pm,Anopheles,stephensi,specimen_image_3,1657237640094.jpg
035_pm,Anopheles,stephensi,specimen_image_2,1657237607573.jpg
035_pm,Anopheles,stephensi,specimen_image_1,1657237568799.jpg
036_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_35_33_Pro-20_36_58.jpg
036_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_35_05_Pro-20_36_47.jpg
036_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_35_18_Pro-20_36_53.jpg
036_p,Anopheles,other,specimen_image_3,1657241775364.jpg
036_p,Anopheles,other,specimen_image_2,1657241762549.jpg
036_p,Anopheles,other,specimen_image_1,1657241748263.jpg
036_pc,Anopheles,other,specimen_image_1,1657243056382.jpg
036_pc,Anopheles,other,specimen_image_3,1657243140003.jpg
036_pc,Anopheles,other,specimen_image_2,1657243122684.jpg
036_pm,Anopheles,other,specimen_image_3,1657240941664.jpg
036_pm,Anopheles,other,specimen_image_1,1657240918115.jpg
036_pm,Anopheles,other,specimen_image_2,1657240927522.jpg
037_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_38_40_Pro-20_39_35.jpg
037_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_38_53_Pro-20_39_40.jpg
037_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_39_08_Pro-20_39_46.jpg
037_p,Anopheles,other,specimen_image_3,1657241887757.jpg
037_p,Anopheles,other,specimen_image_2,1657241877634.jpg
037_p,Anopheles,other,specimen_image_1,1657241862796.jpg
037_pc,Anopheles,other,specimen_image_2,1657243250848.jpg
037_pc,Anopheles,other,specimen_image_3,1657243299745.jpg
037_pc,Anopheles,other,specimen_image_1,1657243208980.jpg
037_pm,Anopheles,other,specimen_image_3,1657241108161.jpg
037_pm,Anopheles,other,specimen_image_2,1657241056321.jpg
037_pm,Anopheles,other,specimen_image_1,1657241036904.jpg
038_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_41_54_Pro-21_4_53.jpg
038_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_42_08_Pro-21_5_3.jpg
038_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_41_42_Pro-21_4_44.jpg
038_p,Anopheles,other,specimen_image_3,1657241948676.jpg
038_p,Anopheles,other,specimen_image_2,1657241938084.jpg
038_p,Anopheles,other,specimen_image_1,1657241923048.jpg
038_pc,Anopheles,other,specimen_image_2,1657243451254.jpg
038_pc,Anopheles,other,specimen_image_3,1657243483800.jpg
038_pc,Anopheles,other,specimen_image_1,1657243410950.jpg
038_pm,Anopheles,other,specimen_image_3,1657241236928.jpg
038_pm,Anopheles,other,specimen_image_1,1657241207149.jpg
038_pm,Anopheles,other,specimen_image_2,1657241220129.jpg
039_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_44_16_Pro-21_5_29.jpg
039_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_45_13_Pro-21_5_35.jpg
039_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_43_39_Pro-21_5_22.jpg
039_p,Anopheles,other,specimen_image_2,1657242027511.jpg
039_p,Anopheles,other,specimen_image_1,1657242010811.jpg
039_p,Anopheles,other,specimen_image_3,1657242040204.jpg
039_pc,Anopheles,other,specimen_image_3,1657243691417.jpg
039_pc,Anopheles,other,specimen_image_2,1657243624902.jpg
039_pc,Anopheles,other,specimen_image_1,1657243597229.jpg
039_pm,Anopheles,other,specimen_image_1,1657241320976.jpg
039_pm,Anopheles,other,specimen_image_3,1657241346494.jpg
039_pm,Anopheles,other,specimen_image_2,1657241331292.jpg
040_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_47_05_Pro-21_5_56.jpg
040_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_47_17_Pro-21_6_0.jpg
040_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_46_45_Pro-21_5_50.jpg
040_p,Anopheles,other,specimen_image_3,1657242114361.jpg
040_p,Anopheles,other,specimen_image_2,1657242095520.jpg
040_p,Anopheles,other,specimen_image_1,1657242081654.jpg
040_pc,Anopheles,other,specimen_image_2,1657243821910.jpg
040_pc,Anopheles,other,specimen_image_1,1657243770673.jpg
040_pc,Anopheles,other,specimen_image_3,1657243849393.jpg
040_pm,Anopheles,other,specimen_image_3,1657241573581.jpg
040_pm,Anopheles,other,specimen_image_2,1657241547627.jpg
040_pm,Anopheles,other,specimen_image_1,1657241535147.jpg
041_mi,Anopheles,other,specimen_image_2,WIN_20220707_20_48_15_Pro-21_7_22.jpg
041_mi,Anopheles,other,specimen_image_3,WIN_20220707_20_48_25_Pro-21_7_26.jpg
041_mi,Anopheles,other,specimen_image_1,WIN_20220707_20_47_52_Pro-21_7_15.jpg
041_p,Anopheles,other,specimen_image_1,1657242835916.jpg
041_p,Anopheles,other,specimen_image_3,1657242903036.jpg
041_p,Anopheles,other,specimen_image_2,1657242872141.jpg
041_pc,Anopheles,other,specimen_image_3,1657244005875.jpg
041_pc,Anopheles,other,specimen_image_1,1657243941807.jpg
041_pc,Anopheles,other,specimen_image_2,1657243976994.jpg
041_pm,Anopheles,other,specimen_image_3,1657242362594.jpg
041_pm,Anopheles,other,specimen_image_1,1657242337217.jpg
041_pm,Anopheles,other,specimen_image_2,1657242347897.jpg
042_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_10_59_Pro-21_11_25.jpg
042_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_10_43_Pro-21_11_20.jpg
042_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_10_11_Pro-21_11_15.jpg
042_p,Anopheles,other,specimen_image_2,1657243371002.jpg
042_p,Anopheles,other,specimen_image_3,1657243411416.jpg
042_p,Anopheles,other,specimen_image_1,1657243329220.jpg
042_pc,Anopheles,other,specimen_image_1,1657244272662.jpg
042_pc,Anopheles,other,specimen_image_2,1657244312348.jpg
042_pc,Anopheles,other,specimen_image_3,1657244350019.jpg
042_pm,Anopheles,other,specimen_image_3,1657242714357.jpg
042_pm,Anopheles,other,specimen_image_1,1657242684503.jpg
042_pm,Anopheles,other,specimen_image_2,1657242699349.jpg
043_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_12_34_Pro-21_14_49.jpg
043_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_13_59_Pro-21_14_52.jpg
043_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_12_05_Pro-21_14_44.jpg
043_p,Anopheles,other,specimen_image_1,1657243470035.jpg
043_p,Anopheles,other,specimen_image_2,1657243500157.jpg
043_p,Anopheles,other,specimen_image_3,1657243527589.jpg
043_pc,Anopheles,other,specimen_image_2,1657244533072.jpg
043_pc,Anopheles,other,specimen_image_3,1657244573751.jpg
043_pc,Anopheles,other,specimen_image_1,1657244503813.jpg
043_pm,Anopheles,other,specimen_image_3,1657243248605.jpg
043_pm,Anopheles,other,specimen_image_2,1657243232298.jpg
043_pm,Anopheles,other,specimen_image_1,1657243216101.jpg
044_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_16_30_Pro-21_18_55.jpg
044_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_17_34_Pro-21_19_9.jpg
044_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_17_20_Pro-21_19_1.jpg
044_p,Anopheles,other,specimen_image_1,1657243688677.jpg
044_p,Anopheles,other,specimen_image_3,1657243787624.jpg
044_p,Anopheles,other,specimen_image_2,1657243751452.jpg
044_pc,Anopheles,other,specimen_image_1,1657244637128.jpg
044_pc,Anopheles,other,specimen_image_3,1657244851981.jpg
044_pc,Anopheles,other,specimen_image_2,1657244727345.jpg
044_pm,Anopheles,other,specimen_image_2,1657243368835.jpg
044_pm,Anopheles,other,specimen_image_1,1657243357544.jpg
044_pm,Anopheles,other,specimen_image_3,1657243381570.jpg
045_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_20_37_Pro-21_21_39.jpg
045_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_20_52_Pro-21_21_44.jpg
045_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_20_09_Pro-21_21_34.jpg
045_p,Anopheles,other,specimen_image_1,1657243849921.jpg
045_p,Anopheles,other,specimen_image_3,1657243923504.jpg
045_p,Anopheles,other,specimen_image_2,1657243894024.jpg
045_pc,Anopheles,other,specimen_image_1,1657244921334.jpg
045_pc,Anopheles,other,specimen_image_2,1657244946331.jpg
045_pc,Anopheles,other,specimen_image_3,1657244971173.jpg
045_pm,Anopheles,other,specimen_image_1,1657243450228.jpg
045_pm,Anopheles,other,specimen_image_3,1657243477957.jpg
045_pm,Anopheles,other,specimen_image_2,1657243463668.jpg
046_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_22_22_Pro-21_25_41.jpg
046_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_23_58_Pro-21_25_46.jpg
046_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_23_58_Pro-21_43_14.jpg
046_p,Anopheles,other,specimen_image_1,1657244011217.jpg
046_p,Anopheles,other,specimen_image_3,1657244063127.jpg
046_p,Anopheles,other,specimen_image_2,1657244037644.jpg
046_pc,Anopheles,other,specimen_image_3,1657245077247.jpg
046_pc,Anopheles,other,specimen_image_2,1657245044892.jpg
046_pc,Anopheles,other,specimen_image_1,1657245025526.jpg
046_pm,Anopheles,other,specimen_image_1,1657243546896.jpg
046_pm,Anopheles,other,specimen_image_3,1657243613260.jpg
046_pm,Anopheles,other,specimen_image_2,1657243600094.jpg
047_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_27_27_Pro-21_28_32.jpg
047_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_27_58_Pro-21_28_47.jpg
047_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_27_05_Pro-21_28_26.jpg
047_p,Anopheles,other,specimen_image_2,1657244126887.jpg
047_p,Anopheles,other,specimen_image_3,1657244148005.jpg
047_p,Anopheles,other,specimen_image_1,1657244101850.jpg
047_pc,Anopheles,other,specimen_image_2,1657245158188.jpg
047_pc,Anopheles,other,specimen_image_1,1657245128999.jpg
047_pc,Anopheles,other,specimen_image_3,1657245183950.jpg
047_pm,Anopheles,other,specimen_image_1,1657243696131.jpg
047_pm,Anopheles,other,specimen_image_2,1657243710861.jpg
047_pm,Anopheles,other,specimen_image_3,1657243725756.jpg
048_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_32_53_Pro-21_33_45.jpg
048_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_33_08_Pro-21_33_49.jpg
048_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_32_07_Pro-21_33_41.jpg
048_p,Anopheles,other,specimen_image_2,1657244436057.jpg
048_p,Anopheles,other,specimen_image_3,1657244495617.jpg
048_p,Anopheles,other,specimen_image_1,1657244392309.jpg
048_pc,Anopheles,other,specimen_image_2,1657245377346.jpg
048_pc,Anopheles,other,specimen_image_1,1657245356642.jpg
048_pc,Anopheles,other,specimen_image_3,1657245430965.jpg
048_pm,Anopheles,other,specimen_image_1,1657244008224.jpg
048_pm,Anopheles,other,specimen_image_3,1657244030918.jpg
048_pm,Anopheles,other,specimen_image_2,1657244019826.jpg
049_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_34_26_Pro-21_40_57.jpg
049_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_35_11_Pro-21_41_6.jpg
049_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_34_54_Pro-21_41_2.jpg
049_p,Anopheles,other,specimen_image_3,1657244619584.jpg
049_p,Anopheles,other,specimen_image_2,1657244592923.jpg
049_p,Anopheles,other,specimen_image_1,1657244572799.jpg
049_pc,Anopheles,other,specimen_image_3,1657245556301.jpg
049_pc,Anopheles,other,specimen_image_2,1657245522692.jpg
049_pc,Anopheles,other,specimen_image_1,1657245492195.jpg
049_pm,Anopheles,other,specimen_image_3,1657244197880.jpg
049_pm,Anopheles,other,specimen_image_2,1657244182188.jpg
049_pm,Anopheles,other,specimen_image_1,1657244169042.jpg
050_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_45_24_Pro-21_47_39.jpg
050_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_46_38_Pro-21_47_45.jpg
050_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_47_07_Pro-21_47_49.jpg
050_p,Anopheles,other,specimen_image_1,1657244922319.jpg
050_p,Anopheles,other,specimen_image_3,1657244968082.jpg
050_p,Anopheles,other,specimen_image_2,1657244942501.jpg
050_pc,Anopheles,other,specimen_image_1,1657245607454.jpg
050_pc,Anopheles,other,specimen_image_3,1657245680049.jpg
050_pc,Anopheles,other,specimen_image_2,1657245654327.jpg
050_pm,Anopheles,other,specimen_image_2,1657244863193.jpg
050_pm,Anopheles,other,specimen_image_3,1657244874955.jpg
050_pm,Anopheles,other,specimen_image_1,1657244847676.jpg
051_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_48_51_Pro-21_50_23.jpg
051_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_49_54_Pro-21_50_32.jpg
051_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_49_05_Pro-21_50_28.jpg
051_p,Anopheles,other,specimen_image_2,1657245168982.jpg
051_p,Anopheles,other,specimen_image_3,1657245183675.jpg
051_p,Anopheles,other,specimen_image_1,1657245145224.jpg
051_pc,Anopheles,other,specimen_image_1,1657245773299.jpg
051_pc,Anopheles,other,specimen_image_2,1657245797050.jpg
051_pc,Anopheles,other,specimen_image_3,1657245841347.jpg
051_pm,Anopheles,other,specimen_image_2,1657245035860.jpg
051_pm,Anopheles,other,specimen_image_3,1657245058728.jpg
051_pm,Anopheles,other,specimen_image_1,1657245025659.jpg
052_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_52_20_Pro-21_52_56.jpg
052_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_52_39_Pro-21_53_7.jpg
052_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_52_30_Pro-21_53_2.jpg
052_p,Anopheles,other,specimen_image_1,1657245241263.jpg
052_p,Anopheles,other,specimen_image_3,1657245274471.jpg
052_p,Anopheles,other,specimen_image_2,1657245257403.jpg
052_pc,Anopheles,other,specimen_image_1,1657245900398.jpg
052_pc,Anopheles,other,specimen_image_3,1657245975006.jpg
052_pc,Anopheles,other,specimen_image_2,1657245933160.jpg
052_pm,Anopheles,other,specimen_image_3,1657245212439.jpg
052_pm,Anopheles,other,specimen_image_1,1657245184353.jpg
052_pm,Anopheles,other,specimen_image_2,1657245194501.jpg
053_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_54_26_Pro-21_55_37.jpg
053_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_55_09_Pro-21_55_41.jpg
053_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_53_48_Pro-21_55_32.jpg
053_p,Anopheles,other,specimen_image_2,1657245421719.jpg
053_p,Anopheles,other,specimen_image_1,1657245400013.jpg
053_p,Anopheles,other,specimen_image_3,1657245439688.jpg
053_pc,Anopheles,other,specimen_image_1,1657246187392.jpg
053_pc,Anopheles,other,specimen_image_2,1657246208673.jpg
053_pc,Anopheles,other,specimen_image_3,1657246246182.jpg
053_pm,Anopheles,other,specimen_image_1,1657245347256.jpg
053_pm,Anopheles,other,specimen_image_3,1657245371790.jpg
053_pm,Anopheles,other,specimen_image_2,1657245358936.jpg
054_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_56_28_Pro-21_57_28.jpg
054_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_57_06_Pro-21_57_37.jpg
054_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_56_47_Pro-21_57_33.jpg
054_p,Anopheles,other,specimen_image_2,1657245555459.jpg
054_p,Anopheles,other,specimen_image_1,1657245524777.jpg
054_p,Anopheles,other,specimen_image_3,1657245572713.jpg
054_pc,Anopheles,other,specimen_image_2,1657246343171.jpg
054_pc,Anopheles,other,specimen_image_3,1657246375443.jpg
054_pc,Anopheles,other,specimen_image_1,1657246304498.jpg
054_pm,Anopheles,other,specimen_image_1,1657245463418.jpg
054_pm,Anopheles,other,specimen_image_2,1657245473911.jpg
054_pm,Anopheles,other,specimen_image_3,1657245488701.jpg
055_mi,Anopheles,other,specimen_image_1,WIN_20220707_21_58_25_Pro-21_59_8.jpg
055_mi,Anopheles,other,specimen_image_3,WIN_20220707_21_58_45_Pro-21_59_17.jpg
055_mi,Anopheles,other,specimen_image_2,WIN_20220707_21_58_36_Pro-21_59_13.jpg
055_p,Anopheles,other,specimen_image_1,1657245638418.jpg
055_p,Anopheles,other,specimen_image_2,1657245656919.jpg
055_p,Anopheles,other,specimen_image_3,1657245674402.jpg
055_pc,Anopheles,other,specimen_image_2,1657246463190.jpg
055_pc,Anopheles,other,specimen_image_3,1657246494367.jpg
055_pc,Anopheles,other,specimen_image_1,1657246425448.jpg
055_pm,Anopheles,other,specimen_image_1,1657245549988.jpg
055_pm,Anopheles,other,specimen_image_3,1657245571262.jpg
055_pm,Anopheles,other,specimen_image_2,1657245557654.jpg
056_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_01_00_Pro-22_1_33.jpg
056_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_00_47_Pro-22_1_28.jpg
056_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_00_16_Pro-22_1_22.jpg
056_p,Anopheles,other,specimen_image_2,1657245797485.jpg
056_p,Anopheles,other,specimen_image_3,1657245824916.jpg
056_p,Anopheles,other,specimen_image_1,1657245761739.jpg
056_pc,Anopheles,other,specimen_image_3,1657246656801.jpg
056_pc,Anopheles,other,specimen_image_1,1657246580621.jpg
056_pc,Anopheles,other,specimen_image_2,1657246631767.jpg
056_pm,Anopheles,other,specimen_image_2,1657245712357.jpg
056_pm,Anopheles,other,specimen_image_3,1657245733447.jpg
056_pm,Anopheles,other,specimen_image_1,1657245700843.jpg
057_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_03_21_Pro-22_3_55.jpg
057_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_02_48_Pro-22_3_47.jpg
057_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_03_07_Pro-22_3_52.jpg
057_p,Anopheles,other,specimen_image_2,1657245944336.jpg
057_p,Anopheles,other,specimen_image_3,1657245971017.jpg
057_p,Anopheles,other,specimen_image_1,1657245919372.jpg
057_pc,Anopheles,other,specimen_image_2,1657246718397.jpg
057_pc,Anopheles,other,specimen_image_1,1657246702573.jpg
057_pc,Anopheles,other,specimen_image_3,1657246739699.jpg
057_pm,Anopheles,other,specimen_image_1,1657245846468.jpg
057_pm,Anopheles,other,specimen_image_2,1657245856447.jpg
057_pm,Anopheles,other,specimen_image_3,1657245867731.jpg
058_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_05_10_Pro-22_6_32.jpg
058_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_04_49_Pro-22_6_27.jpg
058_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_04_36_Pro-22_6_23.jpg
058_p,Anopheles,other,specimen_image_1,1657246068887.jpg
058_p,Anopheles,other,specimen_image_2,1657246085516.jpg
058_p,Anopheles,other,specimen_image_3,1657246105681.jpg
058_pc,Anopheles,other,specimen_image_1,1657246782420.jpg
058_pc,Anopheles,other,specimen_image_2,1657246806258.jpg
058_pc,Anopheles,other,specimen_image_3,1657246825622.jpg
058_pm,Anopheles,other,specimen_image_1,1657246019411.jpg
058_pm,Anopheles,other,specimen_image_2,1657246036776.jpg
058_pm,Anopheles,other,specimen_image_3,1657246049690.jpg
059_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_07_48_Pro-22_10_26.jpg
059_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_08_33_Pro-22_10_30.jpg
059_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_07_26_Pro-22_10_20.jpg
059_p,Anopheles,other,specimen_image_3,1657246392608.jpg
059_p,Anopheles,other,specimen_image_1,1657246340756.jpg
059_p,Anopheles,other,specimen_image_2,1657246366652.jpg
059_pc,Anopheles,other,specimen_image_2,1657247079090.jpg
059_pc,Anopheles,other,specimen_image_1,1657247026541.jpg
059_pc,Anopheles,other,specimen_image_3,1657247094913.jpg
059_pm,Anopheles,other,specimen_image_1,1657246267887.jpg
059_pm,Anopheles,other,specimen_image_3,1657246295998.jpg
059_pm,Anopheles,other,specimen_image_2,1657246281454.jpg
060_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_12_14_Pro-22_12_51.jpg
060_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_12_04_Pro-22_12_47.jpg
060_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_11_40_Pro-22_12_42.jpg
060_p,Anopheles,other,specimen_image_2,1657246458459.jpg
060_p,Anopheles,other,specimen_image_1,1657246439051.jpg
060_p,Anopheles,other,specimen_image_3,1657246484365.jpg
060_pc,Anopheles,other,specimen_image_3,1657247220302.jpg
060_pc,Anopheles,other,specimen_image_2,1657247179632.jpg
060_pc,Anopheles,other,specimen_image_1,1657247156639.jpg
060_pm,Anopheles,other,specimen_image_2,1657246383228.jpg
060_pm,Anopheles,other,specimen_image_3,1657246395056.jpg
060_pm,Anopheles,other,specimen_image_1,1657246374932.jpg
061_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_13_33_Pro-22_15_26.jpg
061_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_14_02_Pro-22_15_33.jpg
061_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_13_48_Pro-22_15_30.jpg
061_p,Anopheles,other,specimen_image_2,1657246621511.jpg
061_p,Anopheles,other,specimen_image_1,1657246610476.jpg
061_p,Anopheles,other,specimen_image_3,1657246640786.jpg
061_pc,Anopheles,other,specimen_image_3,1657247409195.jpg
061_pc,Anopheles,other,specimen_image_2,1657247377881.jpg
061_pc,Anopheles,other,specimen_image_1,1657247326629.jpg
061_pm,Anopheles,other,specimen_image_3,1657246532589.jpg
061_pm,Anopheles,other,specimen_image_2,1657246518614.jpg
061_pm,Anopheles,other,specimen_image_1,1657246504095.jpg
062_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_16_41_Pro-22_17_31.jpg
062_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_16_57_Pro-22_17_34.jpg
062_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_16_28_Pro-22_17_28.jpg
062_p,Anopheles,other,specimen_image_3,1657246727939.jpg
062_p,Anopheles,other,specimen_image_1,1657246689412.jpg
062_p,Anopheles,other,specimen_image_2,1657246706887.jpg
062_pc,Anopheles,other,specimen_image_3,1657247588903.jpg
062_pc,Anopheles,other,specimen_image_2,1657247567655.jpg
062_pc,Anopheles,other,specimen_image_1,1657247534148.jpg
062_pm,Anopheles,other,specimen_image_3,1657246673238.jpg
062_pm,Anopheles,other,specimen_image_1,1657246650365.jpg
062_pm,Anopheles,other,specimen_image_2,1657246663257.jpg
063_mi,Anopheles,other,specimen_image_2,WIN_20220707_22_18_32_Pro-22_19_13.jpg
063_mi,Anopheles,other,specimen_image_1,WIN_20220707_22_18_19_Pro-22_19_9.jpg
063_mi,Anopheles,other,specimen_image_3,WIN_20220707_22_18_45_Pro-22_19_17.jpg
063_p,Anopheles,other,specimen_image_2,1657246794675.jpg
063_p,Anopheles,other,specimen_image_3,1657246813173.jpg
063_p,Anopheles,other,specimen_image_1,1657246776184.jpg
063_pc,Anopheles,other,specimen_image_1,1657247644047.jpg
063_pc,Anopheles,other,specimen_image_3,1657247688195.jpg
063_pc,Anopheles,other,specimen_image_2,1657247669745.jpg
063_pm,Anopheles,other,specimen_image_1,1657246738796.jpg
063_pm,Anopheles,other,specimen_image_2,1657246746489.jpg
