index,Image_name,specimen,species,source_dataset
1048,Lira-04-SP-01&&09-01-2023&&SP002_02.jpg,Lira-04-SP-01&&09-01-2023&&SP002,0,M7
1051,Lira-04-SP-01&&09-01-2023&&SP001_01.jpg,Lira-04-SP-01&&09-01-2023&&SP001,0,M7
1052,Lira-04-SP-01&&09-01-2023&&SP005_01.jpg,Lira-04-SP-01&&09-01-2023&&SP005,0,M7
1053,Lira-04-SP-01&&09-01-2023&&SP005.jpg,Lira-04-SP-01&&09-01-2023&&SP005,0,M7
1055,LIRA04KS-05&&09-01-2023&&KSL018_04.jpg,LIRA04KS-05&&09-01-2023&&KSL018,0,M7
1056,Lira-04-SP-01&&09-01-2023&&SP002_01.jpg,Lira-04-SP-01&&09-01-2023&&SP002,0,M7
1057,Lira-04-SP-01&&09-01-2023&&SP002.jpg,Lira-04-SP-01&&09-01-2023&&SP002,0,M7
1058,Lira-04-SP-01&&09-01-2023&&SP005_02.jpg,Lira-04-SP-01&&09-01-2023&&SP005,0,M7
1059,LIRA-03-OD-11&&09-01-2023&&ODK111.jpg,LIRA-03-OD-11&&09-01-2023&&ODK111,0,M7
1060,Lira03Ks-01&&08-01-2023&&KSL002_03.jpg,Lira03Ks-01&&08-01-2023&&KSL002,0,M7
1061,Lira03Ks-01&&08-01-2023&&KSL002_05.jpg,Lira03Ks-01&&08-01-2023&&KSL002,0,M7
1062,Lira03Ks-01&&08-01-2023&&KSL002_04.jpg,Lira03Ks-01&&08-01-2023&&KSL002,0,M7
1064,Lira03Ks-01&&08-01-2023&&KSL004_03.jpg,Lira03Ks-01&&08-01-2023&&KSL004,0,M7
1065,LIRA04KS-05&&09-01-2023&&KSL018_05.jpg,LIRA04KS-05&&09-01-2023&&KSL018,0,M7
1066,LIRA04KS-05&&09-01-2023&&KSL020_03.jpg,LIRA04KS-05&&09-01-2023&&KSL020,0,M7
1067,Lira-04-SP-04&&09-01-2023&&SPL025_01.jpg,Lira-04-SP-04&&09-01-2023&&SPL025,0,M7
1069,Lira03Ks-01&&08-01-2023&&KSL001_03.jpg,Lira03Ks-01&&08-01-2023&&KSL001,0,M7
1072,Lira03Ks-01&&08-01-2023&&KSL001_04.jpg,Lira03Ks-01&&08-01-2023&&KSL001,0,M7
1073,Lira03Ks-01&&08-01-2023&&KSL004_04.jpg,Lira03Ks-01&&08-01-2023&&KSL004,0,M7
1074,Lira03Ks-01&&08-01-2023&&KSL004_05.jpg,Lira03Ks-01&&08-01-2023&&KSL004,0,M7
1075,Lira03Ks-01&&08-01-2023&&KSL001_05.jpg,Lira03Ks-01&&08-01-2023&&KSL001,0,M7
1076,Lira03Ks-01&&08-01-2023&&KSL002_06.jpg,Lira03Ks-01&&08-01-2023&&KSL002,0,M7
1077,LIRA04KS-05&&09-01-2023&&KSL019_05.jpg,LIRA04KS-05&&09-01-2023&&KSL019,0,M7
1078,LIRA04KS-05&&09-01-2023&&KSL019_04.jpg,LIRA04KS-05&&09-01-2023&&KSL019,0,M7
1079,LIRA04KS-05&&09-01-2023&&KSL019_03.jpg,LIRA04KS-05&&09-01-2023&&KSL019,0,M7
1080,LIRA04KS-05&&09-01-2023&&KSL020_04.jpg,LIRA04KS-05&&09-01-2023&&KSL020,0,M7
1081,Lira-04-RT-01&&09-01-2023&&RTL015.jpg,Lira-04-RT-01&&09-01-2023&&RTL015,0,M7
1082,Lira-04-RT-01&&09-01-2023&&RTL015_01.jpg,Lira-04-RT-01&&09-01-2023&&RTL015,0,M7
1083,LIRA02KHY_010&&08-01-2023&&KHYL045_01.jpg,LIRA02KHY010&&08-01-2023&&KHYL045,0,M7
1084,Lira04KS-03&&09-01-2023&&KSL009_03.jpg,Lira04KS-03&&09-01-2023&&KSL009,0,M7
1085,Lira04KS-03&&09-01-2023&&KSL009_05.jpg,Lira04KS-03&&09-01-2023&&KSL009,0,M7
1086,Lira04KS-03&&09-01-2023&&KSL010_03.jpg,Lira04KS-03&&09-01-2023&&KSL010,0,M7
1087,Lira04KS-03&&09-01-2023&&KSL009_04.jpg,Lira04KS-03&&09-01-2023&&KSL009,0,M7
1088,Lira04KS-03&&09-01-2023&&KSL010_05.jpg,Lira04KS-03&&09-01-2023&&KSL010,0,M7
1089,Lira04KS-03&&09-01-2023&&KSL010_04.jpg,Lira04KS-03&&09-01-2023&&KSL010,0,M7
1090,Lira04KS-03&&09-01-2023&&KSL011_05.jpg,Lira04KS-03&&09-01-2023&&KSL011,0,M7
1091,Lira04KS-03&&09-01-2023&&KSL011_03.jpg,Lira04KS-03&&09-01-2023&&KSL011,0,M7
1092,Lira04KS-03&&09-01-2023&&KSL012_03.jpg,Lira04KS-03&&09-01-2023&&KSL012,0,M7
1093,Lira04KS-03&&09-01-2023&&KSL012_04.jpg,Lira04KS-03&&09-01-2023&&KSL012,0,M7
1094,Lira04KS-03&&09-01-2023&&KSL011_04.jpg,Lira04KS-03&&09-01-2023&&KSL011,0,M7
1098,Lira02KS-10&&07-01-2023&&KSL046.jpg,Lira02KS-10&&07-01-2023&&KSL046,0,M7
1100,Lira02KS-10&&07-01-2023&&KSL046_02.jpg,Lira02KS-10&&07-01-2023&&KSL046,0,M7
1105,Lira02KS-10&&07-01-2023&&KSL048_01.jpg,Lira02KS-10&&07-01-2023&&KSL048,0,M7
1106,Lira02KS-10&&07-01-2023&&KSL049.jpg,Lira02KS-10&&07-01-2023&&KSL049,0,M7
1107,Lira02KS-10&&07-01-2023&&KSL048_02.jpg,Lira02KS-10&&07-01-2023&&KSL048,0,M7
1108,Lira02KS-10&&07-01-2023&&KSL049_01.jpg,Lira02KS-10&&07-01-2023&&KSL049,0,M7
1109,Lira02KS-10&&07-01-2023&&KSL049_02.jpg,Lira02KS-10&&07-01-2023&&KSL049,0,M7
1110,Lira02KS-10&&07-01-2023&&KSL050.jpg,Lira02KS-10&&07-01-2023&&KSL050,0,M7
1111,Lira02KS-10&&07-01-2023&&KSL046_01.jpg,Lira02KS-10&&07-01-2023&&KSL046,0,M7
1112,Lira02KS-10&&07-01-2023&&KSL048.jpg,Lira02KS-10&&07-01-2023&&KSL048,0,M7
1114,Lira02KS-11&&07-01-2023&&KSL051_01.jpg,Lira02KS-11&&07-01-2023&&KSL051,0,M7
1115,Lira02KS-11&&07-01-2023&&KSL051_02.jpg,Lira02KS-11&&07-01-2023&&KSL051,0,M7
1117,Lira02KS-11&&07-01-2023&&KSL051.jpg,Lira02KS-11&&07-01-2023&&KSL051,0,M7
1126,LIRA-03-OD-010&&09-01-2023&&ODL102_01.jpg,LIRA-03-OD-010&&09-01-2023&&ODL102,0,M7
1127,LIRA-03-OD-010&&09-01-2023&&ODL102.jpg,LIRA-03-OD-010&&09-01-2023&&ODL102,0,M7
1128,LIRA-03-OD-010&&09-01-2023&&ODL103_01.jpg,LIRA-03-OD-010&&09-01-2023&&ODL103,0,M7
1129,LIRA-03-OD-010&&09-01-2023&&ODL103.jpg,LIRA-03-OD-010&&09-01-2023&&ODL103,0,M7
1130,LIRA-03-OD-010&&09-01-2023&&ODL102_02.jpg,LIRA-03-OD-010&&09-01-2023&&ODL102,0,M7
1131,LIRA-03-OD-010&&09-01-2023&&ODL104.jpg,LIRA-03-OD-010&&09-01-2023&&ODL104,0,M7
1132,LIRA-03-OD-010&&09-01-2023&&ODL104_01.jpg,LIRA-03-OD-010&&09-01-2023&&ODL104,0,M7
1133,LIRA-03-OD-010&&09-01-2023&&ODL104_02.jpg,LIRA-03-OD-010&&09-01-2023&&ODL104,0,M7
1134,LIRA-03-OD-010&&09-01-2023&&ODL103_02.jpg,LIRA-03-OD-010&&09-01-2023&&ODL103,0,M7
1135,LIRA-03-OD-010&&09-01-2023&&ODL105_02.jpg,LIRA-03-OD-010&&09-01-2023&&ODL105,0,M7
1136,LIRA-03-OD-010&&09-01-2023&&ODL105.jpg,LIRA-03-OD-010&&09-01-2023&&ODL105,0,M7
1137,LIRA-03-OD-010&&09-01-2023&&ODL105_01.jpg,LIRA-03-OD-010&&09-01-2023&&ODL105,0,M7
1138,LIRA-03-OD-08&&09-01-2023&&ODL091.jpg,LIRA-03-OD-08&&09-01-2023&&ODL091,0,M7
1139,LIRA-03-OD-08&&09-01-2023&&ODL092_01.jpg,LIRA-03-OD-08&&09-01-2023&&ODL092,0,M7
1140,LIRA-03-OD-08&&09-01-2023&&ODL092_02.jpg,LIRA-03-OD-08&&09-01-2023&&ODL092,0,M7
1141,LIRA-03-OD-08&&09-01-2023&&ODL091_01.jpg,LIRA-03-OD-08&&09-01-2023&&ODL091,0,M7
1143,LIRA-03-OD-08&&09-01-2023&&ODL094.jpg,LIRA-03-OD-08&&09-01-2023&&ODL094,0,M7
1146,LIRA-03-OD-08&&09-01-2023&&ODL095_02.jpg,LIRA-03-OD-08&&09-01-2023&&ODL095,0,M7
1147,LIRA-03-OD-08&&09-01-2023&&ODL094_02.jpg,LIRA-03-OD-08&&09-01-2023&&ODL094,0,M7
1148,LIRA-03-OD-08&&09-01-2023&&ODL095_01.jpg,LIRA-03-OD-08&&09-01-2023&&ODL095,0,M7
1149,LIRA-03-OD-08&&09-01-2023&&ODL094_01.jpg,LIRA-03-OD-08&&09-01-2023&&ODL094,0,M7
1151,lira&&07-01-2023&&DL009_02.jpg,lira&&07-01-2023&&DL009,0,M7
1152,lira&&07-01-2023&&DL010.jpg,lira&&07-01-2023&&DL010,0,M7
1153,LIRA-03-OD-08&&09-01-2023&&ODL095.jpg,LIRA-03-OD-08&&09-01-2023&&ODL095,0,M7
1155,lira&&07-01-2023&&DL016_02.jpg,lira&&07-01-2023&&DL016,0,M7
1156,lira&&07-01-2023&&DL016.jpg,lira&&07-01-2023&&DL016,0,M7
1157,lira&&07-01-2023&&DL015_01.jpg,lira&&07-01-2023&&DL015,0,M7
1158,lira&&07-01-2023&&DL017_01.jpg,lira&&07-01-2023&&DL017,0,M7
1159,lira&&07-01-2023&&DL015.jpg,lira&&07-01-2023&&DL015,0,M7
1160,lira&&07-01-2023&&DL019_01.jpg,lira&&07-01-2023&&DL019,0,M7
1161,lira&&07-01-2023&&DL017_02.jpg,lira&&07-01-2023&&DL017,0,M7
1162,lira01KJ-17&&09-01-2023&&KJL068_01.jpg,lira01KJ-17&&09-01-2023&&KJL068,0,M7
1163,lira01KJ-17&&09-01-2023&&KJL070_01.jpg,lira01KJ-17&&09-01-2023&&KJL070,0,M7
1164,lira01KJ-17&&09-01-2023&&KJL070.jpg,lira01KJ-17&&09-01-2023&&KJL070,0,M7
1165,lira01KJ-17&&09-01-2023&&KJL069.jpg,lira01KJ-17&&09-01-2023&&KJL069,0,M7
1166,lira01KJ-17&&09-01-2023&&KJL069_02.jpg,lira01KJ-17&&09-01-2023&&KJL069,0,M7
1167,lira01KJ-17&&09-01-2023&&KJL069_01.jpg,lira01KJ-17&&09-01-2023&&KJL069,0,M7
1168,lira01KJ-17&&09-01-2023&&KJL070_02.jpg,lira01KJ-17&&09-01-2023&&KJL070,0,M7
1169,lira01KJ-17&&09-01-2023&&KJL071.jpg,lira01KJ-17&&09-01-2023&&KJL071,0,M7
1171,Lira-04-SP-04&&09-01-2023&&SPL025_02.jpg,Lira-04-SP-04&&09-01-2023&&SPL025,0,M7
1172,Lira-04-SP-04&&09-01-2023&&SPL025.jpg,Lira-04-SP-04&&09-01-2023&&SPL025,0,M7
1173,lira01KJ-17&&09-01-2023&&KJL072_01.jpg,lira01KJ-17&&09-01-2023&&KJL072,0,M7
1174,lira01KJ-17&&09-01-2023&&KJL071_02.jpg,lira01KJ-17&&09-01-2023&&KJL071,0,M7
1175,lira01KJ-17&&09-01-2023&&KJL071_01.jpg,lira01KJ-17&&09-01-2023&&KJL071,0,M7
1176,lira01KJ-17&&09-01-2023&&KJL072.jpg,lira01KJ-17&&09-01-2023&&KJL072,0,M7
1177,lira01KJ-17&&09-01-2023&&KJL072_02.jpg,lira01KJ-17&&09-01-2023&&KJL072,0,M7
1178,LIRA-03-OD-09&&09-01-2023&&ODL096_02.jpg,LIRA-03-OD-09&&09-01-2023&&ODL096,0,M7
1179,LIRA-03-OD-09&&09-01-2023&&ODL096.jpg,LIRA-03-OD-09&&09-01-2023&&ODL096,0,M7
1180,LIRA-03-OD-09&&09-01-2023&&ODL096_01.jpg,LIRA-03-OD-09&&09-01-2023&&ODL096,0,M7
1181,LIRA-03-OD-09&&09-01-2023&&ODL097_01.jpg,LIRA-03-OD-09&&09-01-2023&&ODL097,0,M7
1182,LIRA-03-OD-09&&09-01-2023&&ODL097.jpg,LIRA-03-OD-09&&09-01-2023&&ODL097,0,M7
1183,LIRA-03-OD-09&&09-01-2023&&ODL097_02.jpg,LIRA-03-OD-09&&09-01-2023&&ODL097,0,M7
1184,LIRA-03-OD-09&&09-01-2023&&ODL097_03.jpg,LIRA-03-OD-09&&09-01-2023&&ODL097,0,M7
1188,lira&&07-01-2023&&DL011_01.jpg,lira&&07-01-2023&&DL011,0,M7
1189,LIRA-03-OD-09&&09-01-2023&&ODL100_02.jpg,LIRA-03-OD-09&&09-01-2023&&ODL100,0,M7
1190,lira&&07-01-2023&&DL009_01.jpg,lira&&07-01-2023&&DL009,0,M7
1191,lira&&07-01-2023&&DL011.jpg,lira&&07-01-2023&&DL011,0,M7
1193,lira&&07-01-2023&&DL013_01.jpg,lira&&07-01-2023&&DL013,0,M7
1194,Lira03BJ-04&&09-01-2023&&JOL017_02.jpg,Lira03BJ-04&&09-01-2023&&JOL017,0,M7
1195,LIRA-03-OD-09&&09-01-2023&&ODL100_01.jpg,LIRA-03-OD-09&&09-01-2023&&ODL100,0,M7
1196,Lira03BJ-04&&09-01-2023&&JOL016_01.jpg,Lira03BJ-04&&09-01-2023&&JOL016,0,M7
1197,Lira03BJ-04&&09-01-2023&&JOL017.jpg,Lira03BJ-04&&09-01-2023&&JOL017,0,M7
1198,Lira03BJ-04&&09-01-2023&&JOL018.jpg,Lira03BJ-04&&09-01-2023&&JOL018,0,M7
1199,Lira03BJ-04&&09-01-2023&&JOL018_01.jpg,Lira03BJ-04&&09-01-2023&&JOL018,0,M7
1200,Lira03BJ-04&&09-01-2023&&JOL019.jpg,Lira03BJ-04&&09-01-2023&&JOL019,0,M7
1201,Lira03BJ-04&&09-01-2023&&JOL019_02.jpg,Lira03BJ-04&&09-01-2023&&JOL019,0,M7
1202,Lira03BJ-04&&09-01-2023&&JOL019_01.jpg,Lira03BJ-04&&09-01-2023&&JOL019,0,M7
1204,Lira03BJ-04&&09-01-2023&&JOL019_03.jpg,Lira03BJ-04&&09-01-2023&&JOL019,0,M7
1205,Lira03BJ-04&&09-01-2023&&JOL020_01.jpg,Lira03BJ-04&&09-01-2023&&JOL020,0,M7
1206,Lira03BJ-04&&09-01-2023&&JOL020.jpg,Lira03BJ-04&&09-01-2023&&JOL020,0,M7
1212,LIRA-03-OD-07&&09-01-2023&&ODL0783_01.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0783,0,M7
1213,LIRA-03-OD-07&&09-01-2023&&ODL0783.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0783,0,M7
1214,LIRA-03-OD-07&&09-01-2023&&ODL0783_02.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0783,0,M7
1215,LIRA-03-OD-07&&09-01-2023&&ODL0784.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0784,0,M7
1216,LIRA-03-OD-07&&09-01-2023&&ODL0784_01.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0784,0,M7
1217,LIRA-03-OD-07&&09-01-2023&&ODL0784_02.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0784,0,M7
1219,LIRA-03-OD-07&&09-01-2023&&ODL0785.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0785,0,M7
1220,LIRA-03-OD-07&&09-01-2023&&ODL0785_01.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0785,0,M7
1221,LIRA-03-OD-02&&09-01-2023&&ODL060_02.jpg,LIRA-03-OD-02&&09-01-2023&&ODL060,0,M7
1224,Lira03BJ-03&&09-01-2023&&JOL011.jpg,Lira03BJ-03&&09-01-2023&&JOL011,0,M7
1225,Lira03BJ-03&&09-01-2023&&JOL011_01.jpg,Lira03BJ-03&&09-01-2023&&JOL011,0,M7
1226,Lira03BJ-03&&09-01-2023&&JOL011_02.jpg,Lira03BJ-03&&09-01-2023&&JOL011,0,M7
1227,Lira03BJ-03&&09-01-2023&&JOL013.jpg,Lira03BJ-03&&09-01-2023&&JOL013,0,M7
1228,Lira03BJ-03&&09-01-2023&&JOL013_01.jpg,Lira03BJ-03&&09-01-2023&&JOL013,0,M7
1229,LIRA-03-OD-02&&09-01-2023&&ODL058.jpg,LIRA-03-OD-02&&09-01-2023&&ODL058,0,M7
1230,LIRA-03-OD-02&&09-01-2023&&ODL057_01.jpg,LIRA-03-OD-02&&09-01-2023&&ODL057,0,M7
1231,Lira03BJ-03&&09-01-2023&&JOL013_02.jpg,Lira03BJ-03&&09-01-2023&&JOL013,0,M7
1233,Lira03BJ-03&&09-01-2023&&JOL014.jpg,Lira03BJ-03&&09-01-2023&&JOL014,0,M7
1234,Lira03BJ-03&&09-01-2023&&JOL014_01.jpg,Lira03BJ-03&&09-01-2023&&JOL014,0,M7
1235,Lira03BJ-03&&09-01-2023&&JOL014_02.jpg,Lira03BJ-03&&09-01-2023&&JOL014,0,M7
1237,LIRA-03-OD-02&&09-01-2023&&ODL058_04.jpg,LIRA-03-OD-02&&09-01-2023&&ODL058,0,M7
1238,LIRA-03-OD-02&&09-01-2023&&ODL058_01.jpg,LIRA-03-OD-02&&09-01-2023&&ODL058,0,M7
1239,Lira03BJ-03&&09-01-2023&&JOL015_02.jpg,Lira03BJ-03&&09-01-2023&&JOL015,0,M7
1240,LIRA-03-OD-02&&09-01-2023&&ODL058_03.jpg,LIRA-03-OD-02&&09-01-2023&&ODL058,0,M7
1241,Lira03BJ-03&&09-01-2023&&JOL015.jpg,Lira03BJ-03&&09-01-2023&&JOL015,0,M7
1242,LIRA-03-OD-02&&09-01-2023&&ODL058_02.jpg,LIRA-03-OD-02&&09-01-2023&&ODL058,0,M7
1243,Lira03BJ-03&&09-01-2023&&JOL015_01.jpg,Lira03BJ-03&&09-01-2023&&JOL015,0,M7
1244,Lira03BJ-02&&09-01-2023&&JOL007_01.jpg,Lira03BJ-02&&09-01-2023&&JOL007,0,M7
1245,Lira03BJ-02&&09-01-2023&&JOL006.jpg,Lira03BJ-02&&09-01-2023&&JOL006,0,M7
1246,Lira03BJ-02&&09-01-2023&&JOL007_02.jpg,Lira03BJ-02&&09-01-2023&&JOL007,0,M7
1247,Lira03BJ-02&&09-01-2023&&JOL006_01.jpg,Lira03BJ-02&&09-01-2023&&JOL006,0,M7
1248,Lira03BJ-02&&09-01-2023&&JOL007.jpg,Lira03BJ-02&&09-01-2023&&JOL007,0,M7
1249,Lira03BJ-02&&09-01-2023&&JOL006_02.jpg,Lira03BJ-02&&09-01-2023&&JOL006,0,M7
1250,Lira03BJ-02&&09-01-2023&&JOL008_01.jpg,Lira03BJ-02&&09-01-2023&&JOL008,0,M7
1251,Lira03BJ-02&&09-01-2023&&JOL008.jpg,Lira03BJ-02&&09-01-2023&&JOL008,0,M7
1252,Lira03BJ-02&&09-01-2023&&JOL008_02.jpg,Lira03BJ-02&&09-01-2023&&JOL008,0,M7
1253,Lira03BJ-02&&09-01-2023&&JOL010.jpg,Lira03BJ-02&&09-01-2023&&JOL010,0,M7
1254,Lira03BJ-02&&09-01-2023&&JOL010_01.jpg,Lira03BJ-02&&09-01-2023&&JOL010,0,M7
1255,Lira03BJ-02&&09-01-2023&&JOL009_02.jpg,Lira03BJ-02&&09-01-2023&&JOL009,0,M7
1256,Lira03BJ-02&&09-01-2023&&JOL009_01.jpg,Lira03BJ-02&&09-01-2023&&JOL009,0,M7
1257,Lira03BJ-02&&09-01-2023&&JOL010_02.jpg,Lira03BJ-02&&09-01-2023&&JOL010,0,M7
1258,Lira03BJ-01&&09-01-2023&&JOL001.jpg,Lira03BJ-01&&09-01-2023&&JOL001,0,M7
1259,Lira03BJ-01&&09-01-2023&&JOL001_01.jpg,Lira03BJ-01&&09-01-2023&&JOL001,0,M7
1260,Lira03BJ-01&&09-01-2023&&JOL001_02.jpg,Lira03BJ-01&&09-01-2023&&JOL001,0,M7
1261,Lira03BJ-01&&09-01-2023&&JOL002_01.jpg,Lira03BJ-01&&09-01-2023&&JOL002,0,M7
1262,Lira03BJ-01&&09-01-2023&&JOL002.jpg,Lira03BJ-01&&09-01-2023&&JOL002,0,M7
1263,Lira03BJ-01&&09-01-2023&&JOL002_02.jpg,Lira03BJ-01&&09-01-2023&&JOL002,0,M7
1264,Lira03BJ-01&&09-01-2023&&JOL003.jpg,Lira03BJ-01&&09-01-2023&&JOL003,0,M7
1265,Lira03BJ-01&&09-01-2023&&JOL003_01.jpg,Lira03BJ-01&&09-01-2023&&JOL003,0,M7
1266,Lira03BJ-01&&09-01-2023&&JOL003_02.jpg,Lira03BJ-01&&09-01-2023&&JOL003,0,M7
1267,Lira03BJ-01&&09-01-2023&&JOL003_03.jpg,Lira03BJ-01&&09-01-2023&&JOL003,0,M7
1268,Lira03BJ-01&&09-01-2023&&JOL004_01.jpg,Lira03BJ-01&&09-01-2023&&JOL004,0,M7
1269,Lira03BJ-01&&09-01-2023&&JOL004.jpg,Lira03BJ-01&&09-01-2023&&JOL004,0,M7
1270,Lira03BJ-01&&09-01-2023&&JOL004_02.jpg,Lira03BJ-01&&09-01-2023&&JOL004,0,M7
1271,Lira03BJ-01&&09-01-2023&&JOL005.jpg,Lira03BJ-01&&09-01-2023&&JOL005,0,M7
1272,Lira03BJ-01&&09-01-2023&&JOL004_03.jpg,Lira03BJ-01&&09-01-2023&&JOL004,0,M7
1273,Lira03BJ-01&&09-01-2023&&JOL005_01.jpg,Lira03BJ-01&&09-01-2023&&JOL005,0,M7
1274,Lira03BJ-01&&09-01-2023&&JOL005_02.jpg,Lira03BJ-01&&09-01-2023&&JOL005,0,M7
1275,LIRA-03-OD-07&&09-01-2023&&ODL0785_02.jpg,LIRA-03-OD-07&&09-01-2023&&ODL0785,0,M7
1276,LIRA-03-OD-06&&09-01-2023&&ODL077.jpg,LIRA-03-OD-06&&09-01-2023&&ODL077,0,M7
1277,LIRA-03-OD-06&&09-01-2023&&ODL077_01.jpg,LIRA-03-OD-06&&09-01-2023&&ODL077,0,M7
1278,LIRA-03-OD-06&&09-01-2023&&ODL076_01.jpg,LIRA-03-OD-06&&09-01-2023&&ODL076,0,M7
1279,LIRA-03-OD-06&&09-01-2023&&ODL078.jpg,LIRA-03-OD-06&&09-01-2023&&ODL078,0,M7
1280,LIRA-03-OD-06&&09-01-2023&&ODL076_02.jpg,LIRA-03-OD-06&&09-01-2023&&ODL076,0,M7
1281,LIRA-03-OD-06&&09-01-2023&&ODL078_02.jpg,LIRA-03-OD-06&&09-01-2023&&ODL078,0,M7
1282,LIRA-03-OD-06&&09-01-2023&&ODL079.jpg,LIRA-03-OD-06&&09-01-2023&&ODL079,0,M7
1283,LIRA-03-OD-06&&09-01-2023&&ODL078_01.jpg,LIRA-03-OD-06&&09-01-2023&&ODL078,0,M7
1284,LIRA-03-OD-06&&09-01-2023&&ODL079_01.jpg,LIRA-03-OD-06&&09-01-2023&&ODL079,0,M7
1285,LIRA-03-OD-06&&09-01-2023&&ODL079_02.jpg,LIRA-03-OD-06&&09-01-2023&&ODL079,0,M7
1286,LIRA-03-OD-06&&09-01-2023&&ODL080.jpg,LIRA-03-OD-06&&09-01-2023&&ODL080,0,M7
1287,LIRA-03-OD-06&&09-01-2023&&ODL080_02.jpg,LIRA-03-OD-06&&09-01-2023&&ODL080,0,M7
1288,Lira01KJ-18&&09-01-2023&&KJL078.jpg,Lira01KJ-18&&09-01-2023&&KJL078,0,M7
1291,Lira01KJ-18&&09-01-2023&&KJL078_02.jpg,Lira01KJ-18&&09-01-2023&&KJL078,0,M7
1293,Lira01KJ-18&&09-01-2023&&KJL080_01.jpg,Lira01KJ-18&&09-01-2023&&KJL080,0,M7
1296,Lira01KJ-18&&09-01-2023&&KJL080.jpg,Lira01KJ-18&&09-01-2023&&KJL080,0,M7
1298,Lira01KJ-18&&09-01-2023&&KJL080_02.jpg,Lira01KJ-18&&09-01-2023&&KJL080,0,M7
1299,Lira01KJ-18&&09-01-2023&&KJL078_01.jpg,Lira01KJ-18&&09-01-2023&&KJL078,0,M7
1300,LIRA-03-OD-05&&09-01-2023&&ODL071.jpg,LIRA-03-OD-05&&09-01-2023&&ODL071,0,M7
1301,Lira01KJ-18&&09-01-2023&&KJL074.jpg,Lira01KJ-18&&09-01-2023&&KJL074,0,M7
1302,Lira01KJ-18&&09-01-2023&&KJL073.jpg,Lira01KJ-18&&09-01-2023&&KJL073,0,M7
1303,LIRA-03-OD-05&&09-01-2023&&ODL072_02.jpg,LIRA-03-OD-05&&09-01-2023&&ODL072,0,M7
1304,LIRA-03-OD-05&&09-01-2023&&ODL073.jpg,LIRA-03-OD-05&&09-01-2023&&ODL073,0,M7
1305,Lira01KJ-18&&09-01-2023&&KJL075_01.jpg,Lira01KJ-18&&09-01-2023&&KJL075,0,M7
1306,LIRA-03-OD-05&&09-01-2023&&ODL073_01.jpg,LIRA-03-OD-05&&09-01-2023&&ODL073,0,M7
1307,Lira01KJ-18&&09-01-2023&&KJL074_01.jpg,Lira01KJ-18&&09-01-2023&&KJL074,0,M7
1308,Lira01KJ-18&&09-01-2023&&KJL074_02.jpg,Lira01KJ-18&&09-01-2023&&KJL074,0,M7
1309,LIRA-03-OD-05&&09-01-2023&&ODL073_02.jpg,LIRA-03-OD-05&&09-01-2023&&ODL073,0,M7
1310,LIRA-03-OD-05&&09-01-2023&&ODL071_02.jpg,LIRA-03-OD-05&&09-01-2023&&ODL071,0,M7
1311,LIRA-03-OD-05&&09-01-2023&&ODL074_02.jpg,LIRA-03-OD-05&&09-01-2023&&ODL074,0,M7
1312,LIRA-03-OD-05&&09-01-2023&&ODL075_01.jpg,LIRA-03-OD-05&&09-01-2023&&ODL075,0,M7
1313,LIRA-03-OD-05&&09-01-2023&&ODL075.jpg,LIRA-03-OD-05&&09-01-2023&&ODL075,0,M7
1314,LIRA-03-OD-05&&09-01-2023&&ODL075_02.jpg,LIRA-03-OD-05&&09-01-2023&&ODL075,0,M7
1316,Lira01KJ-18&&09-01-2023&&KJL075_02.jpg,Lira01KJ-18&&09-01-2023&&KJL075,0,M7
1319,lira01KJ-17&&09-01-2023&&KJL066_02.jpg,lira01KJ-17&&09-01-2023&&KJL066,0,M7
1320,lira01KJ-17&&09-01-2023&&KJL065_02.jpg,lira01KJ-17&&09-01-2023&&KJL065,0,M7
1321,lira01KJ-17&&09-01-2023&&KJL065_01.jpg,lira01KJ-17&&09-01-2023&&KJL065,0,M7
1322,lira01KJ-17&&09-01-2023&&KJL066.jpg,lira01KJ-17&&09-01-2023&&KJL066,0,M7
1323,lira01KJ-17&&09-01-2023&&KJL067.jpg,lira01KJ-17&&09-01-2023&&KJL067,0,M7
1324,lira01KJ-17&&09-01-2023&&KJL067_02.jpg,lira01KJ-17&&09-01-2023&&KJL067,0,M7
1325,lira01KJ-17&&09-01-2023&&KJL068.jpg,lira01KJ-17&&09-01-2023&&KJL068,0,M7
1326,lira&&07-01-2023&&DL010_01.jpg,lira&&07-01-2023&&DL010,0,M7
1327,LIRA-03-OD-11&&09-01-2023&&ODK106_01.jpg,LIRA-03-OD-11&&09-01-2023&&ODK106,0,M7
1328,LIRA-03-OD-11&&09-01-2023&&ODK107.jpg,LIRA-03-OD-11&&09-01-2023&&ODK107,0,M7
1329,LIRA-03-OD-11&&09-01-2023&&ODK106_02.jpg,LIRA-03-OD-11&&09-01-2023&&ODK106,0,M7
