index,Image_name,specimen,species,source_dataset,title,date,specimenId,sex,abdomenStatus,morphSpecies,morphSex,morphAbdomenStatus,morphNotes,country,district,site,speciesArray,speciesScore,abdomenArray,abdomenScore,abdomen2Array,abdomen2Score,sexArray,sexScore,speciesModel,sexModel,abdomenStatusModel,abdomenStatus2Model,appVersion,yolovCoordinates,fullImage,image,yolovConfidenceLevel,imageZoomed,status,latitude,longitude,cityName,deviceInUse,phoneInUse,deviceId,localId,collectionMethod,createdAt,hardware,isCompleted,name,notes,updatedAt,specimenIdDup,image_exists
1733,LIRA_05_KHY&&10-01-2023&&KHYL001.jpg,LIRA_05_KHY&&10-01-2023&&KHYL001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1734,LIRA_05_KHY&&10-01-2023&&KHYL004.jpg,LIRA_05_KHY&&10-01-2023&&KHYL004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1735,LIRA_05_KHY&&10-01-2023&&KHYL002.jpg,LIRA_05_KHY&&10-01-2023&&KHYL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1736,LIRA_05_KHY&&10-01-2023&&KHYL003.jpg,LIRA_05_KHY&&10-01-2023&&KHYL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1738,LIRA_05_KHY&&10-01-2023&&KHYL006_02.jpg,LIRA05KHY&&10-01-2023&&KHYL006,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1739,LIRA_05_KHY&&10-01-2023&&KHYL002_01.jpg,LIRA05KHY&&10-01-2023&&KHYL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1740,LIRA_05_KHY&&10-01-2023&&KHYL006_01.jpg,LIRA05KHY&&10-01-2023&&KHYL006,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1741,LIRA_05_KHY&&10-01-2023&&KHYL001_01.jpg,LIRA05KHY&&10-01-2023&&KHYL001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1743,LIRA_05_KHY&&10-01-2023&&KHYL003_02.jpg,LIRA05KHY&&10-01-2023&&KHYL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1744,LIRA_05_KHY&&10-01-2023&&KHYL005_02.jpg,LIRA05KHY&&10-01-2023&&KHYL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1746,LIRA_05_KHY&&10-01-2023&&KHYL003_01.jpg,LIRA05KHY&&10-01-2023&&KHYL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1747,LIRA_05_KHY&&10-01-2023&&KHYL005_01.jpg,LIRA05KHY&&10-01-2023&&KHYL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1748,LIRA_05_KHY&&10-01-2023&&KHYL006.jpg,LIRA_05_KHY&&10-01-2023&&KHYL006,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1749,LIRA_05_KHY&&10-01-2023&&KHYL002_02.jpg,LIRA05KHY&&10-01-2023&&KHYL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1750,Lira-04-BJ-2.06&&10-01-2023&&JOL038_01.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL038,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1751,Lira-04-BJ-2.06&&10-01-2023&&JOL041_01.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL041,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1752,Lira-04-BJ-2.06&&10-01-2023&&JOL039_01.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL039,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1753,Lira-04-BJ-2.06&&10-01-2023&&JOL038_02.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL038,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1754,Lira-04-BJ-2.06&&10-01-2023&&JOL039.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL039,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1757,Lira-04-BJ-2.06&&10-01-2023&&JOL041.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL041,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1759,Lira-04-BJ-2.06&&10-01-2023&&JOL041_02.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL041,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1761,Lira-04-BJ-2.06&&10-01-2023&&JOL039_02.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL039,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1764,Lira-04-BJ-2.06&&10-01-2023&&JOL038.jpg,Lira-04-BJ-2.06&&10-01-2023&&JOL038,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1766,Lira4KS2.0.6&&10-01-2023&&KSL002.jpg,Lira4KS2.0.6&&10-01-2023&&KSL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1767,Lira4KS2.0.6&&10-01-2023&&KSL002_01.jpg,Lira4KS2.0.6&&10-01-2023&&KSL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1768,Lira4KS2.0.6&&10-01-2023&&KSL002_02.jpg,Lira4KS2.0.6&&10-01-2023&&KSL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1769,Lira4KS2.0.6&&10-01-2023&&KSL004_01.jpg,Lira4KS2.0.6&&10-01-2023&&KSL004,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1770,Lira4KS2.0.6&&10-01-2023&&KSL002_03.jpg,Lira4KS2.0.6&&10-01-2023&&KSL002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1771,Lira4KS2.0.6&&10-01-2023&&KSL004_02.jpg,Lira4KS2.0.6&&10-01-2023&&KSL004,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1773,Lira4KS2.0.6&&10-01-2023&&KSL003_03.jpg,Lira4KS2.0.6&&10-01-2023&&KSL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1774,Lira4KS2.0.6&&10-01-2023&&KSL004_03.jpg,Lira4KS2.0.6&&10-01-2023&&KSL004,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1775,Lira4KS2.0.6&&10-01-2023&&KSL004.jpg,Lira4KS2.0.6&&10-01-2023&&KSL004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1776,Lira4KS2.0.6&&10-01-2023&&KSL003_01.jpg,Lira4KS2.0.6&&10-01-2023&&KSL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1778,Lira4KS2.0.6&&10-01-2023&&KSL003_02.jpg,Lira4KS2.0.6&&10-01-2023&&KSL003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1780,Lira4KS2.0.6&&10-01-2023&&KSL005.jpg,Lira4KS2.0.6&&10-01-2023&&KSL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1781,Lira-04-SP-07&&10-01-2023&&SPL071.jpg,Lira-04-SP-07&&10-01-2023&&SPL071,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1783,Lira-04-SP-06&&10-01-2023&&SPL064_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL064,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1784,Lira-04-SP-06&&10-01-2023&&SPL067_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL067,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1785,Lira-04-SP-06&&10-01-2023&&SPL065_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL065,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1786,Lira-04-SP-06&&10-01-2023&&SPL066_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL066,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1787,Lira-04-SP-06&&10-01-2023&&SPL068.jpg,Lira-04-SP-06&&10-01-2023&&SPL068,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1788,Lira-04-SP-06&&10-01-2023&&SPL066_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL066,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1789,Lira-04-SP-06&&10-01-2023&&SPL068_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL068,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1790,Lira-04-SP-06&&10-01-2023&&SPL065.jpg,Lira-04-SP-06&&10-01-2023&&SPL065,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1791,Lira-04-SP-06&&10-01-2023&&SPL067_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL067,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1792,Lira-04-SP-06&&10-01-2023&&SPL067.jpg,Lira-04-SP-06&&10-01-2023&&SPL067,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1793,Lira-04-SP-06&&10-01-2023&&SPL070_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL070,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1794,Lira-04-SP-06&&10-01-2023&&SPL068_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL068,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1795,Lira-04-SP-06&&10-01-2023&&SPL068_03.jpg,Lira-04-SP-06&&10-01-2023&&SPL068,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1796,Lira-04-SP-06&&10-01-2023&&SPL069_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL069,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1797,Lira-04-SP-07&&10-01-2023&&SPL071_01.jpg,Lira-04-SP-07&&10-01-2023&&SPL071,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1798,Lira-04-SP-07&&10-01-2023&&SPL072.jpg,Lira-04-SP-07&&10-01-2023&&SPL072,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1799,Lira-04-SP-07&&10-01-2023&&SPL072_02.jpg,Lira-04-SP-07&&10-01-2023&&SPL072,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1801,Lira-04-SP-07&&10-01-2023&&SPL072_01.jpg,Lira-04-SP-07&&10-01-2023&&SPL072,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1802,Lira-04-SP-07&&10-01-2023&&SPL072_03.jpg,Lira-04-SP-07&&10-01-2023&&SPL072,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1804,Lira-04-SP-07&&10-01-2023&&SPL071_02.jpg,Lira-04-SP-07&&10-01-2023&&SPL071,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1805,LIRA-04-OD-04&&10-01-2023&&ODL142.jpg,LIRA-04-OD-04&&10-01-2023&&ODL142,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1806,LIRA-04-OD-04&&10-01-2023&&ODL142_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL142,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1807,LIRA-04-OD-04&&10-01-2023&&ODL141_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL141,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1808,LIRA-04-OD-04&&10-01-2023&&ODL140_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL140,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1809,LIRA-04-OD-04&&10-01-2023&&ODL142_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL142,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1810,LIRA-04-OD-04&&10-01-2023&&ODL144_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL144,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1811,LIRA-04-OD-04&&10-01-2023&&ODL141_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL141,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1812,LIRA-04-OD-04&&10-01-2023&&ODL141.jpg,LIRA-04-OD-04&&10-01-2023&&ODL141,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1813,LIRA-04-OD-04&&10-01-2023&&ODL146.jpg,LIRA-04-OD-04&&10-01-2023&&ODL146,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1814,LIRA-04-OD-04&&10-01-2023&&ODL146_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL146,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1815,LIRA-04-OD-04&&10-01-2023&&ODL145.jpg,LIRA-04-OD-04&&10-01-2023&&ODL145,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1816,LIRA-04-OD-04&&10-01-2023&&ODL143_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL143,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1817,LIRA-04-OD-04&&10-01-2023&&ODL140_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL140,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1818,LIRA-04-OD-04&&10-01-2023&&ODL145_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL145,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1819,LIRA-04-OD-04&&10-01-2023&&ODL140.jpg,LIRA-04-OD-04&&10-01-2023&&ODL140,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1820,LIRA-04-OD-04&&10-01-2023&&ODL144.jpg,LIRA-04-OD-04&&10-01-2023&&ODL144,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1821,LIRA-04-OD-04&&10-01-2023&&ODL144_01.jpg,LIRA-04-OD-04&&10-01-2023&&ODL144,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1822,LIRA-04-OD-04&&10-01-2023&&ODL143.jpg,LIRA-04-OD-04&&10-01-2023&&ODL143,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1825,LIRA-04-OD-02&&10-01-2023&&ODL135_02.jpg,LIRA-04-OD-02&&10-01-2023&&ODL135,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1827,LIRA-04-OD-02&&10-01-2023&&ODL138_01.jpg,LIRA-04-OD-02&&10-01-2023&&ODL138,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1828,LIRA-04-OD-02&&10-01-2023&&ODL134.jpg,LIRA-04-OD-02&&10-01-2023&&ODL134,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1829,LIRA-04-OD-02&&10-01-2023&&ODL134_01.jpg,LIRA-04-OD-02&&10-01-2023&&ODL134,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1830,LIRA-04-OD-02&&10-01-2023&&ODL137_02.jpg,LIRA-04-OD-02&&10-01-2023&&ODL137,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1831,LIRA-04-OD-02&&10-01-2023&&ODL139_02.jpg,LIRA-04-OD-02&&10-01-2023&&ODL139,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1832,LIRA-04-OD-02&&10-01-2023&&ODL139.jpg,LIRA-04-OD-02&&10-01-2023&&ODL139,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1833,LIRA-04-OD-02&&10-01-2023&&ODL135.jpg,LIRA-04-OD-02&&10-01-2023&&ODL135,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1835,LIRA-04-OD-04&&10-01-2023&&ODL146_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL146,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1836,LIRA-04-OD-04&&10-01-2023&&ODL143_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL143,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1837,LIRA-04-OD-04&&10-01-2023&&ODL145_02.jpg,LIRA-04-OD-04&&10-01-2023&&ODL145,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1838,LIRA-04-OD-01&&10-01-2023&&ODL125.jpg,LIRA-04-OD-01&&10-01-2023&&ODL125,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1839,Lira-06-SP-01&&10-01-2023&&SPL074.jpg,Lira-06-SP-01&&10-01-2023&&SPL074,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1840,Lira-06-SP-02&&11-01-2023&&SPL084_02.jpg,Lira-06-SP-02&&11-01-2023&&SPL084,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1841,Lira-06-SP-02&&11-01-2023&&SPL086_01.jpg,Lira-06-SP-02&&11-01-2023&&SPL086,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1842,Lira-06-SP-02&&11-01-2023&&SPL087_01.jpg,Lira-06-SP-02&&11-01-2023&&SPL087,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1843,Lira-06-SP-02&&11-01-2023&&SPL087.jpg,Lira-06-SP-02&&11-01-2023&&SPL087,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1844,Lira-06-SP-02&&11-01-2023&&SPL085.jpg,Lira-06-SP-02&&11-01-2023&&SPL085,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1845,Lira-06-SP-02&&11-01-2023&&SPL084_01.jpg,Lira-06-SP-02&&11-01-2023&&SPL084,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1846,Lira-06-SP-02&&11-01-2023&&SPL086_03.jpg,Lira-06-SP-02&&11-01-2023&&SPL086,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1847,Lira-06-SP-02&&11-01-2023&&SPL086_02.jpg,Lira-06-SP-02&&11-01-2023&&SPL086,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1850,Lira-06-SP-01&&10-01-2023&&SPL076.jpg,Lira-06-SP-01&&10-01-2023&&SPL076,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1851,Lira-06-SP-01&&10-01-2023&&SPL076_01.jpg,Lira-06-SP-01&&10-01-2023&&SPL076,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1852,Lira-06-SP-01&&10-01-2023&&SPL074_01.jpg,Lira-06-SP-01&&10-01-2023&&SPL074,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,Lira-06-SP-01&&10-01-2023&&SPL079.jpg,Lira-06-SP-01&&10-01-2023&&SPL079,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1855,Lira-06-SP-01&&10-01-2023&&SPL080_01.jpg,Lira-06-SP-01&&10-01-2023&&SPL080,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1857,Lira-06-SP-01&&10-01-2023&&SPL078_01.jpg,Lira-06-SP-01&&10-01-2023&&SPL078,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1858,Lira-06-SP-01&&10-01-2023&&SPL078_02.jpg,Lira-06-SP-01&&10-01-2023&&SPL078,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1860,Lira-06-SP-01&&10-01-2023&&SPL078.jpg,Lira-06-SP-01&&10-01-2023&&SPL078,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1862,LIRA-05BJ-02&&11-01-2023&&JOL009_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL009,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1863,LIRA-05BJ-02&&11-01-2023&&JOL008_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL008,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1864,LIRA-05BJ-02&&11-01-2023&&JOL009.jpg,LIRA-05BJ-02&&11-01-2023&&JOL009,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1865,LIRA-05BJ-02&&11-01-2023&&JOL013.jpg,LIRA-05BJ-02&&11-01-2023&&JOL013,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1866,LIRA-05BJ-02&&11-01-2023&&JOL008.jpg,LIRA-05BJ-02&&11-01-2023&&JOL008,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1867,LIRA-05BJ-02&&11-01-2023&&JOL010.jpg,LIRA-05BJ-02&&11-01-2023&&JOL010,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1868,LIRA-05BJ-02&&11-01-2023&&JOL008_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL008,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1869,LIRA-05BJ-02&&11-01-2023&&JOL010_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL010,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1870,LIRA-05BJ-02&&11-01-2023&&JOL010_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL010,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1871,LIRA-05BJ-02&&11-01-2023&&JOL009_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL009,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1872,LIRA-05BJ-02&&11-01-2023&&JOL014_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL014,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1873,LIRA-05BJ-02&&11-01-2023&&JOL012_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL012,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1874,LIRA-05BJ-02&&11-01-2023&&JOL011_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL011,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1875,LIRA-05BJ-02&&11-01-2023&&JOL011.jpg,LIRA-05BJ-02&&11-01-2023&&JOL011,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1876,LIRA-05BJ-02&&11-01-2023&&JOL013_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL013,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1877,LIRA-05BJ-02&&11-01-2023&&JOL011_02.jpg,LIRA-05BJ-02&&11-01-2023&&JOL011,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1878,LIRA-05BJ-02&&11-01-2023&&JOL014.jpg,LIRA-05BJ-02&&11-01-2023&&JOL014,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1879,LIRA-05BJ-02&&11-01-2023&&JOL012_01.jpg,LIRA-05BJ-02&&11-01-2023&&JOL012,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
